,index,HHLANP,FBATHP,DRIVESP,RACNH,FWATP,FBROADBNDP,FDRATXP,FWKWNP,HOTWAT,FWKHP,FFULP,FRACP,FJWDP,WORKSTAT,PINCP,FPOBP,STOV,FMHP,RACAIAN,PUBCOV,SRNT,SEX,DOUT,FACCESSP,OTHSVCEX,RACPI,INDP,PRIVCOV,SFN,FINTP,HUPAC,SFR,FBLDP,DEAR,DIS,ACR,VACS,FINSP,FMILPP,MARHYP,ADJHSG,PAP,HINCP,WKWN,RACWHT,GASP,FBDSP,FWKLP,FSCHP,FMARHTP,state_x,JWTRNS,FRNTMP,FOTHSVCEXP,CIT,LAPTOP,FMRGIP,JWRIP,FCOMPOTHXP,FSEMP,ENG,FLANP,FCITWP,FSSIP,FS,DIVISION,WRK,HICOV,DRATX,SMOCP,VPS,NWLA,FACRP,SCIENGRLP,FJWTRNSP,AGS,FSTOVP,FMARHWP,FTELP,QTRBIR,FPERNP,FDISP,WAGP,RWAT,FPLMPRP,TAXAMT,NWLK,ANC2P,FPUBCOVP,REGION,FMARHYP,FRETP,SMP,FTENP,BLD,MAR,SMX,FVEHP,GASFP,VALP,HIMRKS,state_y,FCITP,RACNUM,SPORDER,FANCP,DRAT,ESP,MRGI,ESR,OCCP,FMRGP,COW,MRGP,TABLET,MRGX,MULTG,MRGT,FOCCP,FREFRP,FRWATP,RAC1P,RNTM,DREM,MIGSP,FHICOVP,NWRE,FDIALUPP,RNTP,HUPAOC,MV,FAGSP,ANC,OIP,NP,NR,LNGI,ANC1P,HISPEED,PLM,RAC3P,LANP,OC,FLAPTOPP,FPRIVCOVP,LANX,HUPARC,FMVP,SVAL,RAC2P,FPOWSP,SSP,state_x,NAICSP,WATFP,RMSP,FDRATP,BDSP,FGASP,RESMODE,FSEXP,MHP,REFR,POWSP,FPLMP,JWAP,DIALUP,ELEFP,RELSHIPP,MIG,RC,MIL,WAOB,FHINS7P,RT,INTP,RACASN,FRELSHIPP,FINDP,FHISPEEDP,FPAP,JWMNP,FHINS6P,FKITP,INSP,ST,YBL,FFINCP,FINCP,HINS6,YOEP,FSMXHP,HINS7,FTABLETP,FLANXP,FCOWP,GRNTP,FJWMNP,HINS1,HINS2,HINS3,HINS4,HINS5,state_y,FWAGP,FGRNTP,PUMA,FHINS5P,FSCHGP,FHINS5C,FVACSP,FHOTWATP,FMARHDP,FMIGSP,MARHT,FHINS4P,SERIALNO,DECADE,MARHW,MARHM,FGCRP,FHINS4C,PSF,RACSOR,POBP,CPLT,NOP,FSMARTPHONP,FULP,FHINS3P,SINK,KIT,FVALP,JWDP,WKEXREL,DPHY,FWRKP,FHINS3C,FDEARP,NPP,FHINS2P,FSCHLP,FRWATPRP,MLPCD,FPARC,MIGPUMA,HUGCL,DDRS,MARHD,FMRGXP,SATELLITE,FULFP,POVPIP,BATH,state_x,GCM,FSATELLITEP,FHINS1P,GCL,WKHP,GCR,FRNTP,HFL,FSMP,ADJINC,TYPE,FRMSP,POWPUMA,PARTNER,FELEP,CONP,FMIGP,FFSP,FGCMP,HISP,FESRP,HHL,AGEP,DEYE,SEMP,HHT,OCPIP,FGCLP,FENGP,SCHG,FTAXP,MSP,RACBLK,FMRGTP,FAGEP,FER,MLPFG,SCHL,NATIVITY,SMARTPHONE,FES,VEH,FFERP,HHT2,FDREMP,FYOEP,NWAB,FCONP,FYBLP,FOIP,state_y,FHISP,BROADBND,NWAV,FDPHYP,FFODP,PAOC,FMARHMP,SSIP,FJWRIP,COMPOTHX,FSINKP,ELEP,FHFLP,WIF,FSMXSP,FOD2P,RETP,FSSP,PLMPRP,SCIENGP,CITWP,FMILSP,ACCESS,FPINCP,FOD1P,FMARP,SOCP,MLPE,MLPH,MLPA,FSMOCP,MLPB,FDOUTP,PERNP,SCH,WKL,TEL,TEN,MLPI,MLPJ,MLPK,state
0,5547,9500,0,1,0,0,1,0,0,9,0,0,0,0,0,80100,0,1,0,0,2,0,2,2,0,2,0,770,1,0,0,4,0,0,2,2,1,0,0,0,1990,1.000000,0,285100,52,0,70,0,0,0,0,11,0,0,0,1,1,0,0,0,0,0,0,0,0,2,5,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,-1,0,999,0,3,0,0,0,0,3,5,0,0,4,-1,0,11,0,1,5,0,0,2,0,0,9,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,2000,3,3,0,1,-1,6,0,1,902,1,1,2,999,1,0,0,0,3,0,0,2,0,-1,11,23,3,4,0,2,0,3,0,-1,1,37,0,88,2,3,22,1,0,4,1,0,P,0,0,0,0,0,0,30,0,0,0,11,3,0,-60000,2,1928,0,2,0,0,0,0,0,1,2,2,2,2,11,0,0,104,0,0,-1,0,0,0,0,1,0,2019HU0619683,0,2,2,0,-1,0,0,11,3,0,0,2,0,1,1,0,43,0,2,0,-1,0,0,0,0,0,-1,0,0,0,2,2,0,2,2,501,1,11,0,0,0,2,45,0,0,1,0,1.010145,1,0,100,0,0,0,0,0,0,1,0,1,60,2,0,1,13,0,0,0,0,1,0,0,0,0,-1,24,1,1,1,3,0,2,0,0,3,0,0,0,11,0,1,5,0,0,4,0,0,0,2,0,100,0,-1,0,1099,0,0,9,1,1943,0,1,0,2107,0,119021,-1,-1,-1,0,-1,0,80100,1,1,1,2,-1,-1,-1,11
1,3936,1200,0,0,0,0,0,0,0,9,0,0,0,0,10,-19999,0,1,0,0,2,1,2,0,0,0,0,169,1,0,0,3,0,0,2,2,0,0,0,0,1939,1.000000,-1,70600,0,0,3,0,0,0,0,11,0,0,0,1,1,0,0,0,0,0,0,0,0,2,5,0,1,0,3440,0,0,0,0,0,0,0,0,0,2,0,0,-1,1,0,1550,0,32,0,3,0,0,0,0,3,5,3,0,4,650000,0,11,0,1,1,0,0,0,0,1,5240,0,1,0,1,0,2,0,1,0,0,1,2,2,0,0,3,0,2000,2,2,0,1,0,4,0,2,290,1,1,1,1200,0,0,0,1,2,0,0,1,0,0,11,-1,1,4,0,2,0,2,0,-1,1,0,0,0,0,1,25,3,1,0,1,0,P,-10001,0,0,0,0,0,0,0,0,-1,11,3,1,70600,2,1928,0,2,0,0,0,1900,0,2,1,2,2,2,11,0,0,105,0,0,-1,0,0,0,0,0,0,2019HU0971151,0,0,0,0,-1,0,0,26,0,0,0,2,0,1,1,0,31,0,1,0,-1,0,0,0,0,0,0,0,0,0,2,0,0,2,2,501,1,11,0,0,0,2,0,0,1,1,0,1.010145,1,0,0,0,0,-1,0,0,0,1,0,3,45,2,0,1,0,0,0,0,0,1,0,0,0,0,-1,23,2,1,3,1,0,1,0,0,2,0,0,0,11,0,2,5,0,0,0,0,0,1,1,0,2,1,-1,0,1099,0,0,9,2,1943,0,1,0,3202,0,2310XX,0,0,1,0,0,0,125000,1,1,1,3,0,0,0,11
2,666,9500,0,0,0,0,0,0,0,9,0,0,0,0,1,125000,0,1,0,0,2,0,1,2,0,2,0,7280,1,0,0,4,0,0,2,2,0,0,0,0,2018,1.000000,0,631000,52,1,3,0,0,0,0,11,3,0,0,4,1,0,0,0,0,0,0,0,0,2,5,1,2,0,-1,0,3,0,2,0,0,0,0,0,2,0,0,21000,1,0,-1,3,999,0,3,0,0,0,0,7,5,0,0,1,-1,0,11,0,1,2,0,0,0,1,1,940,0,1,1700,1,1,1,1,0,0,0,1,0,2,0,0,3,0,0,4,3,0,1,0,2,0,1,195,1,1,1,999,0,0,0,2,4,0,0,1,0,0,11,5412,1,3,0,1,0,3,0,-1,1,11,0,106,2,3,21,1,0,4,1,0,P,0,0,0,0,0,0,30,0,0,420,11,12,0,631000,2,1928,0,2,0,0,0,0,0,1,2,2,2,2,11,1,0,101,1,0,-1,0,0,1,0,1,1,2019HU0367875,0,2,2,0,-1,0,0,11,1,0,0,2,1,1,1,0,0,8,2,0,0,1,0,1,1,0,-1,4,0,0,2,2,0,2,2,501,1,11,0,0,1,2,0,0,0,3,0,1.010145,1,0,0,0,0,0,1,0,0,1,1,1,69,2,0,1,4,0,0,0,0,4,0,0,0,0,-1,21,1,1,2,2,0,2,1,0,3,0,0,1,11,0,1,5,1,1,4,1,0,0,2,0,570,0,1,0,1099,14400,1,9,2,1943,1,1,1,3301,1,254010,-1,-1,-1,0,-1,1,0,1,2,1,2,-1,-1,-1,11
3,4525,999,-1,0,0,-1,-1,0,0,0,0,-1,1,0,0,0,1,0,-1,0,2,-1,1,2,-1,0,0,9390,1,0,1,0,0,-1,2,2,0,0,-1,0,1939,1.000000,0,-60000,0,1,3,-1,1,0,0,11,0,-1,-1,1,0,-1,0,-1,1,0,0,0,0,2,5,2,2,0,-1,0,2,-1,0,0,0,-1,0,-1,2,1,0,0,0,-1,-1,1,999,1,3,0,0,0,-1,0,5,0,-1,0,-1,0,11,0,1,1,0,0,0,0,3,9920,-1,9,0,0,0,0,0,0,-1,-1,2,0,1,11,1,3,-1,0,0,0,-1,1,0,1,-1,0,902,0,0,2,999,-1,-1,1,2,0,-1,-1,2,0,0,11,92119,0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0,38,1,-1,4,1,1,P,0,0,0,1,-1,1,0,1,-1,-1,11,0,-1,-60000,2,1928,-1,2,-1,1,1,0,0,1,2,2,2,2,11,1,-1,101,1,0,-1,-1,-1,0,0,0,1,2019GQ0010862,0,0,0,0,-1,-1,0,18,0,0,-1,2,1,0,0,-1,0,0,2,0,-1,1,-1,1,0,-1,-1,0,0,-1,2,0,-1,0,0,-1,0,11,0,-1,0,0,4,0,-1,0,-1,1.010145,3,-1,0,-1,-1,-1,0,0,0,3,0,0,18,2,0,0,0,0,0,15,-1,6,0,-1,0,0,-1,16,1,0,0,-1,0,0,0,0,2,-1,-1,0,11,1,0,5,1,0,0,0,0,0,0,-1,2,-1,-1,-1,1099,0,1,0,0,1943,1,0,1,1099,1,439XXX,-1,-1,-1,-1,-1,1,0,3,2,0,0,-1,-1,-1,11
4,1537,9500,0,0,0,0,1,0,0,9,0,0,0,0,0,34200,0,1,0,0,1,0,2,2,0,2,0,169,1,0,0,4,0,0,2,1,1,0,0,0,1990,1.000000,0,34200,0,0,30,0,0,0,0,11,0,0,0,1,1,0,0,0,0,0,0,0,0,2,5,0,1,0,2675,0,0,0,0,0,0,0,0,0,4,0,0,-1,1,0,5250,0,529,0,3,0,0,600,0,3,5,2,0,4,1100000,0,11,0,1,1,0,0,0,1,6,9,0,0,1500,2,1,1,1,0,0,0,2,0,1,0,0,3,0,0,4,4,0,1,0,1,0,1,902,1,1,2,999,0,0,0,2,4,0,1,2,0,19300,11,-1,3,8,0,3,0,1,0,-1,1,0,0,0,2,3,20,1,0,4,1,0,P,1700,0,0,0,0,0,0,0,0,1200,11,1,0,-60000,2,1928,0,2,0,0,0,0,0,1,2,1,2,2,11,0,0,105,0,0,-1,0,0,0,0,0,0,2019HU0914880,0,0,0,0,0,0,0,11,0,0,0,2,0,1,1,0,79,13,2,1,-1,0,0,0,0,0,-1,2,0,0,2,0,0,2,2,501,1,11,0,0,0,0,16,0,0,1,0,1.010145,1,0,100,0,0,-1,0,0,0,1,1,1,18,2,0,3,0,0,0,0,0,6,1,0,0,0,-1,16,1,1,7,1,0,6,0,0,2,0,0,1,11,0,1,1,0,0,0,0,0,1,2,0,2,0,2,0,1099,0,1,9,0,1943,0,1,1,1099,0,353031,-1,-1,-1,0,-1,0,1600,1,1,1,3,-1,-1,-1,11
5,1070,9500,1,0,0,1,1,0,0,9,0,1,0,0,0,9200,1,1,0,0,1,1,2,2,1,2,0,169,1,0,1,4,0,1,2,1,0,0,0,0,1939,1.000000,0,9200,0,0,3,1,1,1,0,11,0,0,0,4,1,0,0,0,0,1,0,0,0,2,5,2,1,0,325,0,2,0,2,0,0,0,0,0,4,0,0,0,1,0,925,2,999,1,3,0,1,0,0,3,1,0,0,4,350000,0,11,1,1,1,0,0,0,0,6,9,0,0,0,2,0,1,0,0,1,1,2,1,2,0,1,3,1,220,4,3,0,4,0,1,0,1,999,2,1,2,999,0,1,1,2,4,1,0,2,0,0,11,-1,2,5,0,3,1,1,0,-1,1,0,1,0,2,3,20,1,0,4,3,1,P,0,0,0,0,1,1,0,1,1,-1,11,4,0,-60000,2,1988,0,2,1,1,0,320,0,1,2,2,1,2,11,0,0,104,0,0,-1,0,0,0,0,1,0,2019HU0620471,0,2,2,0,-1,0,0,24,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,2,2,0,2,2,416,1,11,0,0,0,2,0,0,0,1,0,1.010145,1,0,0,0,0,-1,0,0,0,1,0,1,76,2,0,6,0,0,0,0,0,4,1,0,0,0,-1,21,1,1,0,1,0,5,0,0,2,0,0,0,11,0,1,5,0,0,4,0,0,0,2,0,140,0,-1,0,1099,0,0,9,2,1943,0,1,0,6201,0,-1,-1,-1,-1,0,-1,0,0,1,3,1,3,-1,-1,-1,11
6,2422,999,-1,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,2,-1,1,2,-1,0,0,169,1,0,1,0,0,-1,2,2,0,0,-1,0,1939,1.000000,0,-60000,0,0,3,-1,1,0,0,11,2,0,0,1,1,0,0,0,0,0,0,0,0,2,5,1,1,0,3130,0,3,0,2,0,0,0,0,0,4,0,0,148000,1,0,1050,3,50,0,3,0,0,0,0,9,5,3,0,1,5729000,0,11,0,1,2,0,0,0,1,6,9645,0,1,2000,1,1,1,1,0,0,0,2,0,2,0,1,3,0,0,4,6,0,1,0,3,0,1,902,1,1,2,999,0,0,1,2,4,0,1,2,0,22000,11,-1,0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0,38,3,-1,4,1,0,P,0,0,0,0,-1,1,0,0,-1,-1,11,0,-1,-60000,2,1928,-1,2,-1,0,0,0,0,2,1,2,2,2,11,1,-1,103,1,0,-1,-1,-1,0,1,0,1,2019GQ0130613,0,0,0,0,-1,-1,0,47,0,0,-1,2,1,0,0,-1,0,0,2,0,-1,0,-1,1,0,-1,-1,0,1,-1,2,0,-1,0,0,-1,0,11,0,0,0,0,21,0,0,1,0,1.010145,1,0,100,1,0,-1,0,0,0,1,0,1,22,2,0,5,0,0,0,15,0,6,0,0,0,0,-1,16,1,1,0,0,0,4,0,0,3,0,0,0,11,0,0,5,0,0,0,0,0,0,0,-1,2,-1,-1,-1,1099,0,1,0,0,1943,0,0,1,1099,0,259040,-1,-1,-1,-1,-1,0,0,1,2,0,0,-1,-1,-1,11
7,1018,6370,0,0,0,0,0,0,0,9,0,1,1,0,1,9900,1,1,0,0,1,0,2,2,0,2,0,169,1,0,1,2,0,0,2,2,2,0,0,0,1967,1.000000,0,732300,0,0,240,0,1,1,1,11,1,0,0,1,1,0,1,0,0,1,0,0,0,2,5,1,1,0,2643,0,3,0,2,0,0,0,0,0,1,0,0,25000,1,0,1550,3,998,0,3,0,0,0,0,3,1,3,0,4,900000,0,11,1,1,6,0,0,0,2,6,9,1,0,2000,1,1,2,2,0,0,0,2,0,2,0,1,3,0,0,2,5,1,4,0,6,0,1,999,2,1,2,6370,0,0,1,1,2,0,1,2,0,1500,11,-1,3,6,0,3,0,1,0,-1,1,0,0,0,2,3,29,1,0,4,6,1,P,0,0,1,0,0,1,0,1,0,1900,11,3,1,732300,2,1968,0,2,0,1,0,0,0,1,2,1,1,2,11,0,0,101,0,0,-1,0,0,0,0,0,0,2019HU0589023,0,0,0,0,-1,0,0,11,1,1,0,2,0,1,1,0,0,1,2,0,-1,0,0,0,0,0,-1,2,1,0,2,0,0,2,2,501,1,11,0,0,0,0,0,0,0,1,0,1.010145,1,0,0,0,0,0,0,0,0,3,0,2,14,2,-10001,1,24,0,0,11,0,0,0,0,0,0,-1,11,1,1,1,1,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,-1,0,2,0,300,0,2,0,1099,-1,0,9,0,1943,0,1,0,1099,0,-1,-1,-1,-1,0,-1,0,-10001,2,0,1,1,-1,-1,-1,11
8,1594,9500,0,0,0,0,0,0,1,9,1,0,0,0,0,15400,0,1,0,0,1,0,2,2,0,2,0,9290,2,0,1,4,0,0,2,2,0,0,0,0,1939,1.000000,0,30800,52,0,4,0,1,0,0,11,3,0,0,1,1,0,0,0,0,0,0,0,0,2,5,1,1,0,-1,0,3,0,2,0,0,0,0,0,2,0,0,105000,1,0,-1,3,190,0,3,0,0,0,0,9,1,0,0,1,-1,0,11,0,1,1,0,0,0,2,1,4600,0,1,1700,2,1,1,2,1,0,0,6,0,2,24,1,3,0,0,4,1,0,4,0,2,1,1,999,1,1,10,999,0,0,1,2,4,0,0,41,0,0,11,814,1,3,0,2,0,1,0,-1,1,11,0,238,2,3,20,3,0,4,1,1,P,0,1,0,1,0,1,60,1,0,750,11,18,0,-60000,2,1928,0,2,0,1,1,0,0,2,2,2,1,2,11,1,0,102,1,1,-1,0,0,0,0,0,1,2019HU0954068,0,0,0,0,-1,0,1,11,0,0,0,2,1,1,1,0,0,10,2,0,-1,0,0,1,0,0,-1,2,0,1,2,0,0,2,2,501,1,11,0,0,1,0,5,0,0,1,0,1.010145,1,0,0,0,0,0,0,0,0,24,0,2,19,2,0,2,2,0,0,15,0,6,0,0,0,2,-1,16,1,1,5,2,0,10,0,0,2,0,0,0,11,0,1,5,0,0,4,0,0,0,2,0,390,0,3,0,1099,0,0,9,0,1943,0,1,1,1099,0,352010,-1,-1,-1,0,-1,0,710,3,1,1,2,-1,-1,-1,11
9,371,9500,0,0,0,0,0,0,0,9,0,0,0,0,15,21100,0,1,0,0,1,0,2,2,0,2,0,169,1,0,0,4,0,0,2,2,1,0,0,0,1939,1.000000,0,21100,0,0,20,0,0,0,0,11,2,0,0,1,1,0,0,0,0,1,0,0,0,2,5,1,1,0,-1,0,3,0,2,0,0,0,0,0,4,0,0,66000,1,0,-1,3,999,0,3,0,0,0,0,9,5,0,0,3,-1,0,11,0,1,1,0,0,0,2,6,9,1,0,1000,2,1,1,2,0,0,0,2,0,2,0,0,3,0,0,4,6,0,1,0,2,0,1,902,1,1,2,999,0,0,0,2,4,0,1,2,0,17000,11,-1,3,4,0,2,0,3,0,-1,1,0,0,0,2,3,20,1,0,2,1,0,P,0,0,0,0,0,0,0,0,0,0,11,2,0,21100,2,1928,0,2,0,0,0,0,0,2,1,1,1,2,11,0,0,101,1,0,-1,0,0,0,0,1,1,2019HU0161306,0,2,2,0,-1,0,0,11,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,-1,0,0,0,2,2,0,2,2,501,1,11,0,0,0,2,0,0,0,1,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,72,2,0,6,24,0,0,0,0,4,0,1,0,0,-1,21,1,1,0,2,0,5,0,0,2,0,0,0,11,0,1,5,0,0,4,0,0,0,2,0,30,0,-1,0,1099,128000,0,9,1,1943,0,1,0,5505,0,-1,-1,-1,-1,1,-1,1,0,1,3,1,1,-1,-1,-1,11
