,index,HHLANP,FBATHP,DRIVESP,RACNH,FWATP,FBROADBNDP,FDRATXP,FWKWNP,HOTWAT,FWKHP,FFULP,FRACP,FJWDP,WORKSTAT,PINCP,FPOBP,STOV,FMHP,RACAIAN,PUBCOV,SRNT,SEX,DOUT,FACCESSP,OTHSVCEX,RACPI,INDP,PRIVCOV,SFN,FINTP,HUPAC,SFR,FBLDP,DEAR,DIS,ACR,VACS,FINSP,FMILPP,MARHYP,ADJHSG,PAP,HINCP,WKWN,RACWHT,GASP,FBDSP,FWKLP,FSCHP,FMARHTP,state_x,JWTRNS,FRNTMP,FOTHSVCEXP,CIT,LAPTOP,FMRGIP,JWRIP,FCOMPOTHXP,FSEMP,ENG,FLANP,FCITWP,FSSIP,FS,DIVISION,WRK,HICOV,DRATX,SMOCP,VPS,NWLA,FACRP,SCIENGRLP,FJWTRNSP,AGS,FSTOVP,FMARHWP,FTELP,QTRBIR,FPERNP,FDISP,WAGP,RWAT,FPLMPRP,TAXAMT,NWLK,ANC2P,FPUBCOVP,REGION,FMARHYP,FRETP,SMP,FTENP,BLD,MAR,SMX,FVEHP,GASFP,VALP,HIMRKS,state_y,FCITP,RACNUM,SPORDER,FANCP,DRAT,ESP,MRGI,ESR,OCCP,FMRGP,COW,MRGP,TABLET,MRGX,MULTG,MRGT,FOCCP,FREFRP,FRWATP,RAC1P,RNTM,DREM,MIGSP,FHICOVP,NWRE,FDIALUPP,RNTP,HUPAOC,MV,FAGSP,ANC,OIP,NP,NR,LNGI,ANC1P,HISPEED,PLM,RAC3P,LANP,OC,FLAPTOPP,FPRIVCOVP,LANX,HUPARC,FMVP,SVAL,RAC2P,FPOWSP,SSP,state_x,NAICSP,WATFP,RMSP,FDRATP,BDSP,FGASP,RESMODE,FSEXP,MHP,REFR,POWSP,FPLMP,JWAP,DIALUP,ELEFP,RELSHIPP,MIG,RC,MIL,WAOB,FHINS7P,RT,INTP,RACASN,FRELSHIPP,FINDP,FHISPEEDP,FPAP,JWMNP,FHINS6P,FKITP,INSP,ST,YBL,FFINCP,FINCP,HINS6,YOEP,FSMXHP,HINS7,FTABLETP,FLANXP,FCOWP,GRNTP,FJWMNP,HINS1,HINS2,HINS3,HINS4,HINS5,state_y,FWAGP,FGRNTP,PUMA,FHINS5P,FSCHGP,FHINS5C,FVACSP,FHOTWATP,FMARHDP,FMIGSP,MARHT,FHINS4P,SERIALNO,DECADE,MARHW,MARHM,FGCRP,FHINS4C,PSF,RACSOR,POBP,CPLT,NOP,FSMARTPHONP,FULP,FHINS3P,SINK,KIT,FVALP,JWDP,WKEXREL,DPHY,FWRKP,FHINS3C,FDEARP,NPP,FHINS2P,FSCHLP,FRWATPRP,MLPCD,FPARC,MIGPUMA,HUGCL,DDRS,MARHD,FMRGXP,SATELLITE,FULFP,POVPIP,BATH,state_x,GCM,FSATELLITEP,FHINS1P,GCL,WKHP,GCR,FRNTP,HFL,FSMP,ADJINC,TYPE,FRMSP,POWPUMA,PARTNER,FELEP,CONP,FMIGP,FFSP,FGCMP,HISP,FESRP,HHL,AGEP,DEYE,SEMP,HHT,OCPIP,FGCLP,FENGP,SCHG,FTAXP,MSP,RACBLK,FMRGTP,FAGEP,FER,MLPFG,SCHL,NATIVITY,SMARTPHONE,FES,VEH,FFERP,HHT2,FDREMP,FYOEP,NWAB,FCONP,FYBLP,FOIP,state_y,FHISP,BROADBND,NWAV,FDPHYP,FFODP,PAOC,FMARHMP,SSIP,FJWRIP,COMPOTHX,FSINKP,ELEP,FHFLP,WIF,FSMXSP,FOD2P,RETP,FSSP,PLMPRP,SCIENGP,CITWP,FMILSP,ACCESS,FPINCP,FOD1P,FMARP,SOCP,MLPE,MLPH,MLPA,FSMOCP,MLPB,FDOUTP,PERNP,SCH,WKL,TEL,TEN,MLPI,MLPJ,MLPK,state
0,35986,1765,0,0,0,1,0,0,0,9,0,1,0,0,1,0,0,1,0,0,1,0,1,2,0,2,0,169,2,1,1,3,1,0,2,2,1,0,1,0,1990,1.000000,0,262700,0,0,3,0,0,0,0,6,0,0,0,5,1,1,0,0,0,2,0,0,1,2,9,0,1,0,4990,0,3,0,2,0,0,0,0,0,4,0,0,0,1,0,13500,3,999,1,4,1,1,0,0,2,1,3,0,2,1800000,0,6,0,2,5,0,0,0,2,6,9,1,0,3600,1,1,2,2,0,0,0,9,0,2,210,1,3,0,0,3,4,0,4,0,6,0,1,999,1,1,58,1765,0,0,1,1,3,0,1,68,0,0,6,-1,3,7,0,5,1,3,0,-1,1,0,0,0,2,3,31,2,0,4,4,1,P,0,1,0,0,0,1,0,1,0,970,6,4,1,262700,2,1958,1,2,0,0,0,0,0,2,2,1,1,2,6,0,0,109,1,0,-1,0,0,0,0,1,1,2019HU0355940,2,2,2,0,0,1,1,210,1,0,0,2,1,1,1,1,0,1,2,1,0,0,0,1,0,0,-1,2,1,0,2,2,0,2,2,501,1,6,0,0,1,2,0,0,0,1,1,1.010145,1,0,0,0,1,0,0,1,0,1,1,4,72,2,0,1,23,0,0,0,1,1,0,0,1,0,-1,21,2,1,1,2,0,1,0,1,3,0,0,1,6,0,1,5,0,1,0,1,0,0,2,0,120,0,2,1,1099,0,1,9,2,1943,0,1,1,6201,0,-1,-1,-1,-1,1,-1,0,0,1,3,1,1,-1,-1,-1,6
1,150120,1200,0,0,0,0,0,0,0,9,0,0,0,0,0,24000,0,1,0,0,2,1,1,2,0,2,0,8680,1,0,0,4,0,0,2,2,1,0,0,0,1939,1.000000,0,47000,52,0,3,0,0,0,0,6,2,0,0,1,1,0,0,0,0,1,0,0,0,2,9,1,1,0,-1,0,3,0,0,0,0,0,0,0,1,0,0,24000,1,0,-1,3,999,0,4,0,0,0,0,2,5,0,0,2,-1,0,6,0,1,2,0,0,0,0,1,4020,0,1,0,1,0,1,0,0,0,0,8,2,2,0,0,3,0,2000,4,5,0,1,0,2,1,1,210,1,1,15,1200,0,0,0,1,4,0,0,67,0,0,6,622M,3,4,0,2,0,1,0,-1,1,6,0,106,2,3,20,1,0,4,4,0,P,0,1,0,0,0,0,30,0,0,30,6,2,0,-60000,2,1986,0,2,0,0,0,0,0,2,2,1,2,2,6,0,0,3717,0,0,-1,0,0,0,0,1,0,2019HU0202992,5,2,2,0,-1,0,0,247,0,0,0,2,0,1,1,0,61,0,2,0,0,0,0,0,0,0,-1,0,0,0,2,2,0,2,2,327,1,6,0,0,0,2,40,0,0,3,0,1.010145,1,0,3700,0,0,0,0,0,0,1,0,4,66,2,0,6,9,0,0,0,0,4,0,0,0,0,-1,21,2,1,0,1,0,5,0,0,3,0,0,0,6,0,1,5,0,0,4,0,0,0,2,0,20,0,-1,0,1099,0,1,9,2,2000,0,1,1,6200,0,434171,-1,-1,-1,1,-1,0,32600,1,1,1,2,-1,-1,-1,6
2,363040,9500,0,1,0,0,0,0,0,9,0,0,0,0,13,23000,0,1,0,0,1,1,2,2,0,2,0,5381,2,0,0,3,0,0,1,1,0,0,0,0,1939,1.000000,0,24900,52,0,10,0,0,0,0,6,1,0,0,1,1,0,1,0,0,0,0,0,0,1,9,1,1,0,-1,0,3,0,0,0,0,0,0,0,1,0,0,17000,1,0,-1,3,999,0,4,0,0,0,0,7,5,0,0,4,-1,0,6,0,1,4,0,0,0,0,1,9645,0,1,0,1,0,2,0,0,0,0,2,2,2,0,0,3,0,950,3,4,0,1,0,4,0,1,902,1,1,2,999,0,0,0,2,3,0,0,2,0,0,6,92113,3,8,0,4,1,3,0,-1,1,6,1,0,2,3,36,1,0,4,3,1,P,0,0,0,1,1,1,0,1,1,1400,6,6,1,0,2,1989,1,2,1,1,1,0,0,2,2,2,1,2,6,1,0,6711,1,0,-1,0,0,0,0,0,1,2019HU1212979,5,0,0,0,0,0,0,312,0,0,1,2,1,1,1,1,0,15,2,0,-1,1,0,1,1,0,-1,3,0,0,2,0,1,2,2,501,1,6,0,1,1,2,40,0,0,1,1,1.010145,1,1,6700,0,1,0,1,1,0,9,1,2,41,2,0,3,37,0,1,0,1,6,0,1,0,0,-1,19,2,1,8,2,0,6,1,1,3,0,1,1,6,1,1,5,1,0,0,0,0,0,2,1,190,1,0,1,1099,0,1,9,0,2012,1,1,1,1099,1,152031,-1,-1,-1,1,-1,1,70000,1,1,1,1,-1,-1,-1,6
3,95835,9500,0,0,0,0,0,0,0,9,0,0,0,0,0,15000,0,1,0,0,2,0,1,2,0,2,0,8270,1,0,0,4,0,0,2,2,1,0,1,0,2019,1.000000,0,395000,35,1,3,0,0,0,0,6,11,0,0,1,1,0,0,0,0,0,0,0,0,2,9,1,1,0,4302,0,3,0,0,0,0,0,0,0,2,0,0,15000,1,0,6500,3,89,0,4,0,0,0,0,2,1,3,0,3,940000,0,6,0,1,2,0,0,0,1,1,3500,0,1,3500,1,1,1,2,0,0,0,1,0,2,0,0,3,0,0,4,2,0,2,0,3,1,1,82,1,1,1,999,0,0,0,2,4,0,1,1,0,0,6,6231,3,8,0,5,0,2,0,-1,1,6,0,0,2,3,23,1,0,4,1,0,P,0,0,0,0,0,0,0,0,0,2800,6,22,0,315000,2,1928,0,2,0,0,0,0,0,1,2,2,2,2,6,0,0,4102,0,0,-1,0,0,0,0,1,0,2019HU1050904,0,2,1,0,-1,0,0,12,2,0,0,2,0,1,1,0,0,5,2,0,-1,0,0,0,0,0,-1,4,0,0,2,2,0,2,2,501,1,6,0,0,0,0,30,0,0,3,0,1.010145,1,0,4100,0,1,0,0,0,0,1,0,1,29,2,0,1,13,0,0,0,1,1,0,0,0,0,-1,19,1,1,0,4,0,2,0,0,3,1,0,0,6,0,1,5,0,0,0,0,0,0,2,0,160,0,2,0,1099,0,0,9,0,1943,0,1,0,1099,0,292061,-1,-1,-1,1,-1,0,15000,1,1,1,1,-1,-1,-1,6
4,34611,1200,0,0,0,0,0,0,0,9,0,0,0,0,1,-19999,0,1,1,0,2,0,1,0,0,2,0,169,2,0,0,3,0,0,2,2,1,0,1,0,1939,1.000000,-1,36000,0,1,60,0,0,0,0,6,0,0,0,3,2,0,0,0,0,2,0,0,0,2,9,0,2,0,363,0,0,0,0,0,0,0,0,0,3,0,0,-1,1,0,1150,0,999,0,4,0,0,0,0,1,5,0,0,4,76000,0,6,0,1,3,0,0,1,0,0,9,0,0,0,1,3,1,0,0,0,0,1,0,2,0,0,0,0,0,3,4,0,1,-1,5,0,2,290,2,1,1,1200,1,0,0,1,3,0,0,1,0,-1,6,-1,2,4,0,2,0,2,0,130,2,0,0,0,2,3,25,1,1,0,3,0,P,-10001,0,0,0,0,0,0,0,0,800,6,5,1,36000,2,2008,0,2,0,0,0,0,0,2,2,2,2,2,6,0,0,10703,0,0,-1,0,0,0,0,0,0,2019HU0339339,7,0,0,0,-1,0,0,303,1,3,0,2,0,1,2,1,0,5,2,0,-1,0,0,0,0,0,-1,2,0,0,2,0,0,2,2,119,1,6,0,0,0,0,0,0,0,2,0,1.010145,1,0,0,0,0,0,0,0,0,2,0,2,10,2,-10001,1,12,0,0,6,1,0,0,0,0,0,-1,6,1,1,1,1,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,-1,0,2,0,130,0,2,0,1099,-1,0,9,0,1943,0,1,0,1099,0,-1,-1,-1,-1,1,-1,0,-10001,2,0,1,2,-1,-1,-1,6
5,201201,2560,0,0,0,0,0,0,0,9,0,0,0,0,0,84700,0,1,0,0,1,0,1,1,0,0,0,169,2,0,0,4,0,0,1,1,1,0,0,0,1954,1.000000,0,84700,0,0,280,0,0,0,0,6,0,0,0,1,2,0,0,0,0,1,0,0,0,2,9,2,1,0,701,0,2,0,2,0,0,0,0,0,3,0,0,0,1,0,2150,2,999,0,4,0,0,0,0,2,2,0,0,4,500000,0,6,0,1,1,0,0,0,0,6,9,0,0,0,2,3,1,0,0,0,0,6,0,2,0,0,3,0,0,4,7,0,1,0,1,0,1,740,0,1,7,2560,0,0,0,1,4,0,1,48,0,20500,6,-1,3,4,0,2,0,3,0,-1,1,0,0,0,2,3,20,1,0,4,1,1,P,1100,0,0,0,0,0,0,1,0,410,6,7,0,51100,2,1928,0,2,0,0,0,0,0,1,2,1,2,2,6,0,0,11105,1,0,-1,0,0,0,0,2,1,2019HU0798135,0,2,2,0,-1,0,0,29,1,0,0,2,0,1,1,0,0,9,2,0,0,0,0,1,0,0,-1,4,0,0,2,2,0,2,2,336,1,6,0,0,1,2,0,0,0,1,0,1.010145,1,0,0,0,0,430,0,0,0,1,0,1,70,2,0,1,74,0,0,0,0,1,0,0,0,0,-1,21,1,1,4,2,0,2,0,0,2,0,0,0,6,0,1,5,0,0,0,0,0,0,2,0,70,0,0,0,3301,24000,0,9,2,1943,0,1,0,6002,0,-1,-1,-1,-1,0,-1,0,0,1,3,1,1,-1,-1,-1,6
6,80250,9500,0,1,0,0,0,0,0,9,0,0,0,0,1,86000,0,1,0,0,2,0,2,2,0,2,0,7860,1,0,0,3,0,0,2,2,1,0,0,0,2011,1.000000,0,226000,50,1,100,0,0,0,0,6,1,0,0,1,1,0,1,0,0,0,0,0,0,2,9,1,1,0,3378,0,3,0,2,0,0,0,0,0,2,0,0,86000,1,0,6500,3,999,0,4,0,0,1000,0,2,1,2,0,4,840000,0,6,0,1,1,0,0,0,2,1,2320,0,3,1500,1,1,1,2,0,0,0,1,0,2,0,0,3,0,0,3,7,0,4,0,4,0,1,999,1,1,1,999,0,0,0,2,3,0,1,1,0,0,6,6111,3,7,0,4,0,3,0,-1,1,6,0,98,2,3,20,1,0,4,1,0,P,0,0,0,0,0,0,40,0,0,300,6,4,0,226000,2,1928,0,2,0,0,0,0,0,1,2,2,2,2,6,0,0,5906,0,0,-1,0,0,0,0,1,0,2019HU0870648,0,2,2,0,-1,0,0,6,1,0,0,2,0,1,1,0,51,1,2,0,-1,0,0,0,0,0,-1,3,0,0,2,2,0,2,2,501,1,6,0,0,0,2,40,0,0,1,0,1.010145,1,0,6500,0,0,0,0,0,0,1,0,1,40,2,0,1,18,0,0,0,0,1,0,0,0,1,-1,22,1,1,1,2,0,1,0,0,3,0,0,0,6,0,1,5,0,0,3,0,0,0,2,0,170,0,2,0,1099,0,0,9,2,1943,0,1,0,2602,0,252030,-1,-1,-1,0,-1,0,86000,1,1,1,1,-1,-1,-1,6
7,259928,9500,0,0,0,0,1,0,0,9,0,0,0,0,0,60200,0,1,0,1,1,0,2,2,0,2,0,169,1,0,0,4,0,0,2,2,1,0,0,0,1972,1.000000,0,60200,0,1,10,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,2,9,2,1,0,2105,0,2,0,0,0,0,0,0,1,3,0,0,0,1,0,8500,2,924,0,4,0,0,0,0,2,3,3,0,4,650000,0,6,0,2,1,0,0,0,2,6,9,0,0,1300,1,1,1,2,0,0,0,9,0,2,0,0,3,0,0,4,7,0,2,0,1,0,1,920,1,1,17,999,0,0,0,2,4,0,1,68,0,24300,6,5313,3,7,0,4,0,3,0,-1,1,6,0,97,2,3,22,1,0,4,1,0,P,0,0,0,0,0,0,45,0,0,1600,6,7,0,-60000,2,1928,0,2,0,0,0,0,0,1,2,2,2,2,6,0,0,1306,0,0,-1,0,0,0,0,1,0,2019HU0010152,0,2,2,0,-1,0,0,6,3,0,0,2,0,1,1,0,49,0,2,0,-1,0,0,0,0,0,-1,0,0,0,2,1,0,2,2,501,1,6,0,0,0,2,40,0,0,1,0,1.010145,1,0,1300,2,0,0,0,0,0,1,0,1,58,2,0,5,17,0,0,0,0,4,0,0,0,0,-1,16,1,1,0,3,0,4,0,0,3,0,0,0,6,0,1,5,0,0,4,0,0,0,2,0,250,0,-1,0,1099,0,0,9,0,1943,0,1,0,1099,0,436014,-1,-1,-1,0,-1,0,34500,1,1,1,1,-1,-1,-1,6
8,212211,9500,0,0,0,0,0,0,0,9,0,0,0,0,15,-19999,0,1,0,0,1,1,2,0,0,2,0,169,2,0,0,3,0,0,2,2,0,0,0,0,1939,1.000000,-1,5760,0,0,40,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,1,9,0,1,0,-1,0,0,0,0,0,0,0,0,0,4,0,0,-1,1,0,-1,0,924,0,4,0,0,0,0,5,5,0,0,4,-1,0,6,0,1,4,0,0,8,0,0,9,0,0,0,2,0,1,0,0,0,0,2,2,0,0,0,0,0,1000,3,3,0,2,-1,4,0,1,210,2,1,2,999,1,0,0,0,3,0,0,2,0,-1,6,221MP,3,6,0,3,0,3,0,-1,1,6,0,69,2,3,20,1,0,4,1,0,P,13300,1,0,0,0,0,40,0,0,1400,6,2,0,103300,2,1928,0,2,0,0,0,0,0,1,2,2,2,2,6,0,0,3716,0,0,-1,0,0,0,0,2,0,2019HU0929483,0,2,2,0,-1,0,0,6,0,0,0,2,0,1,1,0,22,10,2,0,-1,0,0,0,0,0,-1,4,0,0,2,2,0,2,2,501,1,6,0,0,0,2,40,0,0,1,0,1.010145,1,0,3700,0,0,0,0,0,0,1,0,1,62,2,0,2,22,0,0,0,0,3,0,0,0,0,-1,20,1,1,5,4,0,11,0,0,3,0,0,0,6,0,1,5,0,0,0,0,0,0,2,0,150,0,1,0,1099,0,0,9,0,1943,0,1,0,1099,0,49904X,-1,-1,-1,0,-1,0,90000,1,1,1,1,-1,-1,-1,6
9,172276,1200,0,0,0,0,0,0,0,9,0,0,0,0,0,26400,0,1,0,0,2,0,2,2,0,2,0,7270,1,0,0,4,0,0,2,2,1,0,1,0,1939,1.000000,0,37900,3,1,3,0,0,0,0,6,0,0,0,1,1,0,0,0,0,1,0,0,0,2,9,2,1,0,700,0,2,0,2,0,0,0,0,0,1,0,0,26400,1,0,5250,2,84,0,4,0,0,0,0,2,5,0,0,2,900000,0,6,0,2,1,0,0,0,0,6,2145,0,1,0,1,3,1,0,0,0,0,9,0,2,6,0,3,0,0,4,5,0,2,0,2,1,1,210,1,1,20,1200,0,0,0,1,4,1,1,68,0,0,6,-1,2,9,0,2,0,1,0,-1,1,0,0,0,2,3,21,3,0,4,4,0,P,0,1,0,0,0,1,0,0,0,0,6,5,1,50500,2,1974,0,2,0,1,0,0,0,2,2,1,2,2,6,1,0,7112,0,0,-1,0,0,0,1,1,0,2019HU0464493,4,2,2,0,-1,0,0,217,1,0,0,2,0,1,1,0,0,9,2,0,0,0,0,0,1,0,-1,4,7100,0,2,2,0,1,2,332,1,6,0,0,0,2,0,0,0,1,0,1.010145,1,0,0,0,0,0,1,0,0,1,1,4,75,2,0,1,15,0,1,0,0,1,0,0,0,0,-1,21,2,1,4,3,0,2,0,0,3,0,0,1,6,1,1,5,0,1,4,0,0,0,1,0,60,0,0,0,1099,0,0,9,2,1982,0,1,1,3301,0,-1,-1,-1,-1,0,-1,0,0,1,3,1,2,-1,-1,-1,6
