,index,HHLANP,FBATHP,DRIVESP,RACNH,FWATP,FBROADBNDP,FDRATXP,FWKWNP,HOTWAT,FWKHP,FFULP,FRACP,FJWDP,WORKSTAT,PINCP,FPOBP,STOV,FMHP,RACAIAN,PUBCOV,SRNT,SEX,DOUT,FACCESSP,OTHSVCEX,RACPI,INDP,PRIVCOV,SFN,FINTP,HUPAC,SFR,FBLDP,DEAR,DIS,ACR,VACS,FINSP,FMILPP,MARHYP,ADJHSG,PAP,HINCP,WKWN,RACWHT,GASP,FBDSP,FWKLP,FSCHP,FMARHTP,state_x,JWTRNS,FRNTMP,FOTHSVCEXP,CIT,LAPTOP,FMRGIP,JWRIP,FCOMPOTHXP,FSEMP,ENG,FLANP,FCITWP,FSSIP,FS,DIVISION,WRK,HICOV,DRATX,SMOCP,VPS,NWLA,FACRP,SCIENGRLP,FJWTRNSP,AGS,FSTOVP,FMARHWP,FTELP,QTRBIR,FPERNP,FDISP,WAGP,RWAT,FPLMPRP,TAXAMT,NWLK,ANC2P,FPUBCOVP,REGION,FMARHYP,FRETP,SMP,FTENP,BLD,MAR,SMX,FVEHP,GASFP,VALP,HIMRKS,state_y,FCITP,RACNUM,SPORDER,FANCP,DRAT,ESP,MRGI,ESR,OCCP,FMRGP,COW,MRGP,TABLET,MRGX,MULTG,MRGT,FOCCP,FREFRP,FRWATP,RAC1P,RNTM,DREM,MIGSP,FHICOVP,NWRE,FDIALUPP,RNTP,HUPAOC,MV,FAGSP,ANC,OIP,NP,NR,LNGI,ANC1P,HISPEED,PLM,RAC3P,LANP,OC,FLAPTOPP,FPRIVCOVP,LANX,HUPARC,FMVP,SVAL,RAC2P,FPOWSP,SSP,state_x,NAICSP,WATFP,RMSP,FDRATP,BDSP,FGASP,RESMODE,FSEXP,MHP,REFR,POWSP,FPLMP,JWAP,DIALUP,ELEFP,RELSHIPP,MIG,RC,MIL,WAOB,FHINS7P,RT,INTP,RACASN,FRELSHIPP,FINDP,FHISPEEDP,FPAP,JWMNP,FHINS6P,FKITP,INSP,ST,YBL,FFINCP,FINCP,HINS6,YOEP,FSMXHP,HINS7,FTABLETP,FLANXP,FCOWP,GRNTP,FJWMNP,HINS1,HINS2,HINS3,HINS4,HINS5,state_y,FWAGP,FGRNTP,PUMA,FHINS5P,FSCHGP,FHINS5C,FVACSP,FHOTWATP,FMARHDP,FMIGSP,MARHT,FHINS4P,SERIALNO,DECADE,MARHW,MARHM,FGCRP,FHINS4C,PSF,RACSOR,POBP,CPLT,NOP,FSMARTPHONP,FULP,FHINS3P,SINK,KIT,FVALP,JWDP,WKEXREL,DPHY,FWRKP,FHINS3C,FDEARP,NPP,FHINS2P,FSCHLP,FRWATPRP,MLPCD,FPARC,MIGPUMA,HUGCL,DDRS,MARHD,FMRGXP,SATELLITE,FULFP,POVPIP,BATH,state_x,GCM,FSATELLITEP,FHINS1P,GCL,WKHP,GCR,FRNTP,HFL,FSMP,ADJINC,TYPE,FRMSP,POWPUMA,PARTNER,FELEP,CONP,FMIGP,FFSP,FGCMP,HISP,FESRP,HHL,AGEP,DEYE,SEMP,HHT,OCPIP,FGCLP,FENGP,SCHG,FTAXP,MSP,RACBLK,FMRGTP,FAGEP,FER,MLPFG,SCHL,NATIVITY,SMARTPHONE,FES,VEH,FFERP,HHT2,FDREMP,FYOEP,NWAB,FCONP,FYBLP,FOIP,state_y,FHISP,BROADBND,NWAV,FDPHYP,FFODP,PAOC,FMARHMP,SSIP,FJWRIP,COMPOTHX,FSINKP,ELEP,FHFLP,WIF,FSMXSP,FOD2P,RETP,FSSP,PLMPRP,SCIENGP,CITWP,FMILSP,ACCESS,FPINCP,FOD1P,FMARP,SOCP,MLPE,MLPH,MLPA,FSMOCP,MLPB,FDOUTP,PERNP,SCH,WKL,TEL,TEN,MLPI,MLPJ,MLPK,state
0,17530,9500,0,1,0,0,0,0,0,9,0,0,0,0,3,10000,0,1,0,0,2,0,1,2,0,2,0,4971,1,0,0,3,0,0,2,2,1,0,0,0,1939,1.000000,0,486000,46,1,30,0,0,0,0,47,1,0,0,1,1,0,1,0,0,0,0,0,0,2,6,1,1,0,3460,0,3,0,0,0,0,0,0,0,2,0,0,10000,1,0,2850,3,999,0,3,0,0,0,0,2,5,3,0,4,800000,0,47,0,1,3,0,0,2,2,1,9620,0,1,2800,1,1,1,1,0,0,0,1,0,2,0,0,3,0,0,3,3,0,1,0,8,0,1,924,1,1,1,999,1,0,0,2,3,0,1,1,0,0,47,44511,3,13,0,7,0,3,0,-1,1,47,0,187,2,3,25,1,1,0,1,0,P,0,0,0,0,0,0,15,0,0,1200,47,7,0,486000,2,1928,0,2,0,0,0,0,0,1,2,2,2,2,47,0,0,2600,0,0,-1,0,0,0,0,0,0,2019HU1058381,0,0,0,0,-1,0,0,47,1,1,0,2,0,1,1,0,112,3,2,0,-1,0,0,0,0,0,-1,3,0,0,2,0,0,2,2,501,1,47,0,0,0,0,12,0,0,1,0,1.010145,1,0,2600,0,0,0,0,0,0,1,0,1,16,2,0,1,9,0,0,12,0,6,0,0,0,0,-1,13,1,1,2,3,0,1,0,0,3,0,0,0,47,0,1,5,0,0,0,0,0,0,2,0,280,0,2,0,1099,0,0,9,0,1943,0,1,0,1099,0,537062,-1,-1,-1,0,-1,0,10000,2,1,1,1,-1,-1,-1,47
1,46324,999,-1,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,2,-1,1,2,-1,0,0,770,2,0,0,0,0,-1,2,2,0,0,-1,0,1939,1.000000,0,-60000,0,1,3,-1,0,0,0,47,0,-1,-1,1,0,-1,0,-1,0,0,0,0,0,2,6,0,2,0,-1,0,3,-1,0,0,0,-1,0,-1,3,0,0,0,0,-1,-1,3,999,0,3,0,0,0,-1,0,5,0,-1,0,-1,0,47,0,1,1,0,0,0,0,6,6330,-1,1,0,0,0,0,0,0,-1,-1,1,0,2,47,0,3,-1,0,0,0,-1,4,0,1,-1,0,999,0,0,1,999,-1,-1,0,2,0,-1,-1,1,0,0,47,-1,0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0,37,3,-1,4,1,0,P,0,0,0,0,-1,0,0,0,-1,-1,47,0,-1,-60000,2,1928,-1,2,-1,0,0,0,0,2,2,1,2,2,47,0,-1,1601,0,0,-1,-1,-1,0,0,0,0,2019GQ0079645,0,0,0,0,-1,-1,0,13,0,0,-1,2,0,0,0,-1,0,0,2,0,-1,0,-1,0,0,-1,-1,0,1800,-1,2,0,-1,0,0,-1,0,47,0,-1,0,0,0,0,-1,0,-1,1.010145,2,-1,0,-1,-1,-1,0,0,0,1,0,0,29,2,0,0,0,0,0,0,-1,6,0,-1,0,0,-1,17,1,0,0,-1,0,0,0,0,3,-1,-1,0,47,0,0,5,0,0,0,0,0,0,0,-1,2,-1,-1,-1,1099,0,0,0,0,1943,0,0,0,1099,0,-1,-1,-1,-1,-1,-1,0,0,1,3,0,0,-1,-1,-1,47
2,33566,9500,0,0,0,0,0,0,0,9,0,0,0,0,9,29200,0,1,0,0,1,0,2,2,0,2,0,9390,2,0,0,4,0,0,2,2,1,0,0,0,1976,1.000000,0,97000,4,1,70,0,0,0,0,47,0,0,0,1,1,0,0,0,0,0,0,0,0,2,6,2,1,0,728,0,2,0,2,0,0,0,0,0,4,0,0,1400,1,0,575,2,32,0,3,0,0,0,0,2,1,3,0,4,110000,0,47,0,1,2,0,0,0,2,6,5420,0,3,350,1,1,1,2,0,0,0,1,0,2,0,0,3,0,0,4,3,0,2,0,2,0,1,22,1,1,1,999,0,0,0,2,4,0,1,1,0,15200,47,221MP,3,6,0,3,0,1,0,-1,1,47,0,68,2,3,21,1,0,4,1,0,P,0,0,0,0,0,0,20,0,0,350,47,7,1,84800,2,1928,0,2,0,0,0,0,0,1,2,2,2,2,47,0,0,2200,0,0,-1,0,0,0,0,2,0,2019HU0597047,0,2,2,0,-1,0,0,47,1,0,0,2,0,1,1,0,0,5,2,0,0,0,0,0,0,0,-1,4,0,0,2,2,0,2,2,501,1,47,0,0,0,2,51,0,0,1,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,69,2,0,1,9,0,0,0,0,1,0,0,0,0,-1,22,1,1,4,2,0,2,0,0,2,0,0,0,47,0,1,5,0,0,4,0,0,0,2,0,170,0,1,0,1099,0,0,9,0,1943,0,1,0,1099,0,433051,-1,-1,-1,1,-1,0,50000,1,1,1,1,-1,-1,-1,47
3,54625,9500,0,1,0,0,0,0,0,9,0,0,0,0,13,79000,0,1,0,0,2,0,2,2,0,0,0,8270,1,0,0,4,0,0,2,2,2,0,0,0,1939,1.000000,0,97000,52,1,3,0,0,0,0,47,1,0,0,1,1,0,1,0,0,0,0,0,0,2,6,1,1,0,3808,0,3,0,2,0,1,0,0,0,3,0,0,55000,1,0,2250,3,999,0,3,0,0,2100,0,2,5,2,0,3,300000,0,47,0,1,1,0,0,0,2,1,3620,0,1,1400,2,1,1,2,0,0,0,1,0,2,0,0,3,0,0,4,4,0,1,0,2,0,1,939,0,1,1,999,0,0,0,2,4,0,1,1,0,0,47,-1,3,10,0,4,1,1,0,-1,1,0,0,0,2,3,21,1,0,4,1,1,P,0,0,0,0,0,0,0,1,0,-1,47,4,1,20600,2,1928,0,2,0,1,0,921,0,2,1,1,2,2,47,0,0,800,0,0,-1,0,0,0,0,0,0,2019HU0518323,0,0,0,0,-1,0,0,45,0,0,0,200,0,1,1,0,46,13,2,0,-1,0,0,0,0,0,-1,4,0,0,2,0,0,0,3,501,1,47,0,0,0,2,40,0,0,6,1,1.010145,1,0,800,0,0,0,0,0,0,1,0,1,54,2,0,3,47,0,0,0,0,6,0,0,0,0,-1,21,1,2,7,3,0,7,0,0,3,0,0,0,47,0,1,2,0,0,4,0,0,0,2,0,90,1,0,0,1099,0,0,9,0,1943,0,1,1,1099,0,-1,-1,-1,-1,0,-1,0,0,1,3,1,3,-1,-1,-1,47
4,20253,9500,0,0,0,0,0,0,0,9,0,0,0,0,4,100000,0,1,0,0,2,0,1,2,0,2,0,6890,1,0,0,3,0,0,2,2,2,0,0,0,1984,1.000000,0,338800,46,1,70,0,0,0,0,47,0,0,0,1,1,0,0,0,0,0,0,0,0,2,6,2,1,0,2482,0,2,0,0,0,1,0,0,0,3,0,0,100000,1,0,3550,1,999,0,3,0,0,0,0,2,1,3,0,4,400000,0,47,0,1,1,0,0,0,2,3,10,0,1,1800,1,1,1,1,0,0,0,1,0,2,0,0,3,0,0,4,3,0,1,0,7,0,1,939,1,1,1,999,0,0,0,2,3,0,1,1,0,0,47,522M,2,10,0,5,0,3,0,-1,1,0,0,0,2,3,20,1,0,4,1,0,P,0,0,0,0,0,0,0,0,0,3500,47,8,0,338800,2,1928,0,2,0,0,0,0,0,1,2,2,2,2,47,0,0,3100,0,0,-1,0,0,0,0,1,0,2019HU1230642,0,2,2,0,-1,1,0,12,1,0,0,2,0,1,1,0,0,4,2,0,-1,0,1,0,0,0,-1,3,0,1,2,2,0,2,2,501,1,47,4,0,0,1,48,1,0,1,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,55,2,0,1,9,0,0,0,0,1,0,0,0,0,-1,19,1,1,1,5,0,2,0,0,2,0,0,0,47,0,1,1,0,0,0,0,0,0,2,0,320,0,2,0,1099,0,0,9,0,1943,0,1,0,1099,0,1110XX,-1,-1,-1,0,-1,0,100000,1,1,1,1,-1,-1,-1,47
5,27222,9500,0,0,0,0,0,0,0,9,0,0,0,0,12,-19999,0,1,0,0,1,0,2,0,0,2,0,169,2,1,0,2,5,0,1,1,1,0,0,0,1939,1.000000,-1,14000,0,1,70,0,0,0,0,47,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,0,1,0,560,0,0,0,0,0,0,0,0,0,4,0,0,-1,1,0,875,0,999,0,3,0,0,70,0,2,5,2,0,4,43000,0,47,0,1,3,0,0,8,1,0,9,0,0,280,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,4,6,0,4,-1,3,0,1,999,1,1,1,999,0,0,0,2,2,0,1,1,0,-1,47,6211,2,5,0,4,0,1,0,-1,1,47,0,59,2,3,25,1,0,4,1,0,P,0,0,0,1,0,0,5,0,0,1900,47,2,1,88700,2,1928,0,2,0,1,1,0,0,1,2,2,2,2,47,0,0,900,0,0,-1,0,0,0,0,0,0,2019HU0195252,0,0,0,0,0,1,0,47,0,7,0,2,0,1,1,0,0,12,1,0,-1,0,0,0,0,0,-1,2,0,1,1,0,0,2,2,68,1,47,0,0,0,0,0,0,0,1,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,11,1,-10001,2,48,0,0,7,0,0,0,0,0,0,-1,7,1,1,6,2,0,11,0,0,0,0,0,0,47,0,1,5,0,0,4,0,0,0,2,0,260,0,3,0,1099,0,0,9,0,1943,0,1,1,1099,0,434171,-1,-1,-1,0,-1,0,19700,2,1,1,2,-1,-1,-1,47
6,13840,9500,0,0,0,0,1,0,0,9,0,0,0,0,9,0,0,1,0,0,2,1,2,2,0,2,0,8680,2,0,0,4,0,0,2,1,0,0,0,0,1939,1.000000,0,8400,0,1,3,0,0,0,0,47,0,0,1,1,2,0,0,0,0,0,0,0,0,1,6,2,2,0,-1,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,-1,1,999,0,3,0,0,0,0,7,5,0,0,3,-1,0,47,0,1,3,0,0,0,0,3,4110,0,1,0,1,0,1,0,0,0,0,1,2,2,0,0,3,1,400,4,3,0,1,0,3,1,1,50,1,1,1,999,0,0,0,2,4,0,0,1,0,0,47,722Z,3,2,0,1,0,3,0,-1,1,0,0,0,2,3,34,1,0,4,1,0,P,0,0,0,0,1,0,0,0,0,-1,47,2,0,8400,2,1928,0,2,0,0,0,534,0,2,2,2,2,2,47,0,0,700,0,0,-1,0,0,0,0,0,0,2019HU0831144,0,0,0,0,-1,0,0,36,1,0,0,2,0,1,1,0,0,9,2,0,-1,0,0,0,0,0,-1,4,0,0,2,0,0,2,2,0,1,47,0,1,0,0,0,0,0,3,0,1.010145,1,0,0,0,0,-1,0,0,0,1,0,1,27,1,0,1,0,0,0,0,0,6,0,0,0,2,-1,16,1,1,4,0,0,2,0,0,2,0,0,0,47,0,1,1,0,0,4,0,0,0,2,0,130,0,0,0,1099,0,0,9,0,1943,0,1,0,1099,0,353031,-1,-1,-1,0,-1,0,0,1,2,1,3,-1,-1,-1,47
7,35284,2575,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,1,0,0,2,0,1,2,0,0,0,8270,2,0,0,4,0,0,2,2,2,0,1,0,1939,1.000000,0,35500,0,1,3,0,0,0,0,47,0,0,0,1,2,0,0,0,0,1,1,0,0,2,6,2,2,0,298,0,2,0,0,0,1,0,0,0,4,0,1,0,1,0,0,2,939,1,3,0,0,0,0,2,5,0,0,3,4000,0,47,0,2,4,0,0,0,0,6,4020,0,1,0,2,3,1,0,1,0,0,9,0,2,0,1,3,0,0,4,7,0,2,0,5,0,1,750,0,1,22,2575,0,0,0,1,4,0,1,68,0,0,47,-1,3,8,0,4,1,1,0,1600,1,0,0,0,2,3,20,3,0,4,1,0,P,0,0,0,0,0,1,0,0,0,700,47,6,1,51600,2,1928,0,2,0,0,0,0,0,2,2,1,2,2,47,0,0,2800,0,0,-1,0,0,0,0,0,0,2019HU0710151,0,0,0,0,-1,0,0,47,1,0,0,2,1,1,1,0,0,9,2,0,-1,1,0,0,0,0,-1,4,0,0,2,0,0,0,2,112,1,47,0,0,0,0,0,0,0,3,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,4,21,2,0,1,10,0,0,15,0,6,0,0,0,0,-1,18,1,2,4,1,0,2,0,0,2,0,0,0,47,1,1,5,0,0,4,0,0,0,2,0,200,0,1,1,1099,3700,1,9,0,1943,0,1,1,1099,0,-1,-1,-1,-1,1,-1,0,0,1,3,1,1,-1,-1,-1,47
8,36158,9500,0,1,0,0,0,0,1,9,1,0,0,1,13,3400,1,1,0,0,2,1,1,2,0,2,0,7690,1,0,1,4,0,0,2,2,0,0,0,0,1939,1.000000,0,70800,8,0,3,0,1,1,0,47,1,0,0,1,2,0,1,0,1,0,0,0,1,1,6,0,1,0,-1,0,3,0,0,1,0,0,0,0,4,1,1,3400,1,0,-1,3,999,1,3,0,1,0,0,5,5,0,0,3,-1,0,47,1,1,3,0,0,0,0,1,4220,0,7,0,2,0,1,0,1,0,0,2,2,2,47,1,3,0,540,4,3,0,4,0,3,0,1,999,1,1,2,999,0,0,1,2,4,0,0,2,1,0,47,325M,3,8,0,4,0,3,0,-1,1,47,0,86,2,3,20,1,0,4,1,0,P,0,0,0,0,0,0,20,0,0,0,47,5,1,164800,2,1928,0,2,0,0,0,0,0,1,2,2,2,2,47,1,0,2002,1,0,-1,0,0,0,1,0,1,2019HU0767817,0,0,0,0,-1,0,0,47,0,0,0,2,1,1,1,0,101,13,2,0,-1,1,0,1,1,0,-1,4,2000,0,2,0,0,2,2,357,1,47,0,0,1,0,15,0,0,3,0,1.010145,1,0,2000,0,0,-1,1,0,0,1,1,1,25,2,0,3,0,0,0,0,0,6,1,0,0,0,-1,16,1,1,7,1,0,7,1,0,3,0,0,1,47,0,1,5,0,0,2,0,0,0,2,0,120,0,3,0,1099,0,0,9,2,1943,0,1,0,6206,0,113031,-1,-1,-1,0,-1,0,93000,1,1,1,1,-1,-1,-1,47
9,56924,9500,0,0,0,0,0,0,0,9,0,0,0,0,0,7000,0,1,0,0,2,1,1,2,0,2,0,8680,1,0,0,4,0,0,2,2,0,0,0,0,2007,1.000000,0,7000,20,1,3,0,0,0,0,47,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,2,1,0,-1,0,2,0,0,0,0,0,0,0,3,0,0,7000,1,0,-1,1,22,0,3,0,0,0,0,7,3,0,0,3,-1,1,47,0,1,1,0,0,0,0,6,4020,0,1,0,1,0,1,0,0,0,0,1,2,2,47,0,3,0,570,4,1,0,2,0,1,0,1,97,1,1,1,999,0,0,0,2,4,0,0,1,0,0,47,-1,3,8,0,5,0,3,0,-1,1,0,0,0,2,3,25,1,1,0,1,1,P,-10001,0,0,0,0,0,0,1,0,1500,47,5,1,556500,2,1928,0,2,0,1,0,0,0,1,2,2,2,2,47,0,0,1300,0,0,-1,0,0,0,0,1,0,2019HU0667961,0,2,2,0,-1,0,0,47,0,0,0,2,0,1,1,0,0,0,2,0,-1,0,0,0,0,0,-1,0,1300,0,2,2,0,2,2,53,1,47,0,0,0,2,60,0,0,3,0,1.010145,1,0,0,0,0,-1,0,0,0,1,0,1,30,2,0,4,0,0,0,15,0,4,0,0,0,0,-1,19,1,1,0,1,0,9,0,0,2,0,0,0,47,0,1,0,1,0,0,0,-1,0,2,0,200,1,2,0,1099,-1,0,9,0,1943,0,1,0,1099,0,-1,-1,-1,-1,0,-1,0,-10001,2,0,1,2,-1,-1,-1,47
