,index,HHLANP,FBATHP,DRIVESP,RACNH,FWATP,FBROADBNDP,FDRATXP,FWKWNP,HOTWAT,FWKHP,FFULP,FRACP,FJWDP,WORKSTAT,PINCP,FPOBP,STOV,FMHP,RACAIAN,PUBCOV,SRNT,SEX,DOUT,FACCESSP,OTHSVCEX,RACPI,INDP,PRIVCOV,SFN,FINTP,HUPAC,SFR,FBLDP,DEAR,DIS,ACR,VACS,FINSP,FMILPP,MARHYP,ADJHSG,PAP,HINCP,WKWN,RACWHT,GASP,FBDSP,FWKLP,FSCHP,FMARHTP,state_x,JWTRNS,FRNTMP,FOTHSVCEXP,CIT,LAPTOP,FMRGIP,JWRIP,FCOMPOTHXP,FSEMP,ENG,FLANP,FCITWP,FSSIP,FS,DIVISION,WRK,HICOV,DRATX,SMOCP,VPS,NWLA,FACRP,SCIENGRLP,FJWTRNSP,AGS,FSTOVP,FMARHWP,FTELP,QTRBIR,FPERNP,FDISP,WAGP,RWAT,FPLMPRP,TAXAMT,NWLK,ANC2P,FPUBCOVP,REGION,FMARHYP,FRETP,SMP,FTENP,BLD,MAR,SMX,FVEHP,GASFP,VALP,HIMRKS,state_y,FCITP,RACNUM,SPORDER,FANCP,DRAT,ESP,MRGI,ESR,OCCP,FMRGP,COW,MRGP,TABLET,MRGX,MULTG,MRGT,FOCCP,FREFRP,FRWATP,RAC1P,RNTM,DREM,MIGSP,FHICOVP,NWRE,FDIALUPP,RNTP,HUPAOC,MV,FAGSP,ANC,OIP,NP,NR,LNGI,ANC1P,HISPEED,PLM,RAC3P,LANP,OC,FLAPTOPP,FPRIVCOVP,LANX,HUPARC,FMVP,SVAL,RAC2P,FPOWSP,SSP,state_x,NAICSP,WATFP,RMSP,FDRATP,BDSP,FGASP,RESMODE,FSEXP,MHP,REFR,POWSP,FPLMP,JWAP,DIALUP,ELEFP,RELSHIPP,MIG,RC,MIL,WAOB,FHINS7P,RT,INTP,RACASN,FRELSHIPP,FINDP,FHISPEEDP,FPAP,JWMNP,FHINS6P,FKITP,INSP,ST,YBL,FFINCP,FINCP,HINS6,YOEP,FSMXHP,HINS7,FTABLETP,FLANXP,FCOWP,GRNTP,FJWMNP,HINS1,HINS2,HINS3,HINS4,HINS5,state_y,FWAGP,FGRNTP,PUMA,FHINS5P,FSCHGP,FHINS5C,FVACSP,FHOTWATP,FMARHDP,FMIGSP,MARHT,FHINS4P,SERIALNO,DECADE,MARHW,MARHM,FGCRP,FHINS4C,PSF,RACSOR,POBP,CPLT,NOP,FSMARTPHONP,FULP,FHINS3P,SINK,KIT,FVALP,JWDP,WKEXREL,DPHY,FWRKP,FHINS3C,FDEARP,NPP,FHINS2P,FSCHLP,FRWATPRP,MLPCD,FPARC,MIGPUMA,HUGCL,DDRS,MARHD,FMRGXP,SATELLITE,FULFP,POVPIP,BATH,state_x,GCM,FSATELLITEP,FHINS1P,GCL,WKHP,GCR,FRNTP,HFL,FSMP,ADJINC,TYPE,FRMSP,POWPUMA,PARTNER,FELEP,CONP,FMIGP,FFSP,FGCMP,HISP,FESRP,HHL,AGEP,DEYE,SEMP,HHT,OCPIP,FGCLP,FENGP,SCHG,FTAXP,MSP,RACBLK,FMRGTP,FAGEP,FER,MLPFG,SCHL,NATIVITY,SMARTPHONE,FES,VEH,FFERP,HHT2,FDREMP,FYOEP,NWAB,FCONP,FYBLP,FOIP,state_y,FHISP,BROADBND,NWAV,FDPHYP,FFODP,PAOC,FMARHMP,SSIP,FJWRIP,COMPOTHX,FSINKP,ELEP,FHFLP,WIF,FSMXSP,FOD2P,RETP,FSSP,PLMPRP,SCIENGP,CITWP,FMILSP,ACCESS,FPINCP,FOD1P,FMARP,SOCP,MLPE,MLPH,MLPA,FSMOCP,MLPB,FDOUTP,PERNP,SCH,WKL,TEL,TEN,MLPI,MLPJ,MLPK,state
0,11330,9500,0,0,0,0,0,0,0,9,0,1,0,0,9,26700,0,1,0,0,1,0,1,2,0,2,0,6170,2,0,0,4,0,0,2,1,2,0,0,0,1979,1.000000,0,26700,0,1,3,0,0,0,0,54,1,0,0,1,1,0,1,0,0,0,0,0,1,2,5,1,1,0,160,0,3,0,0,0,0,0,0,0,2,0,0,14200,1,0,325,3,999,0,3,0,1,0,0,2,1,0,0,4,80000,0,54,0,1,1,0,0,0,0,1,7855,0,1,0,1,3,1,0,0,0,0,1,0,2,0,0,3,0,0,4,2,0,1,0,2,0,1,924,1,1,1,999,0,0,0,2,4,0,1,1,0,0,54,484,3,5,0,3,1,1,0,770,1,0,0,0,2,3,21,1,0,4,1,0,P,0,0,0,0,0,0,0,0,0,770,54,7,0,26700,2,1928,0,2,0,0,0,0,0,2,2,1,2,2,54,0,0,300,0,0,-1,0,0,0,0,2,0,2019HU1285437,0,2,2,0,-1,0,0,39,1,0,0,2,0,1,1,0,0,5,2,0,0,0,0,0,0,0,-1,4,0,0,2,2,0,1,2,501,1,54,0,0,0,2,0,0,0,3,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,60,2,0,1,20,0,0,0,0,1,0,0,0,0,-1,16,1,1,4,3,0,2,0,0,2,0,0,0,54,0,1,5,0,0,4,0,0,0,2,0,80,0,1,0,1099,8000,0,9,0,1943,0,1,1,1099,0,353011,-1,-1,-1,1,-1,0,14200,1,1,1,2,-1,-1,-1,54
1,71,999,-1,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,2,-1,1,2,-1,0,0,8680,1,0,1,0,0,-1,2,2,0,0,-1,0,2008,1.000000,0,-60000,0,1,3,-1,1,0,1,54,0,-1,-1,1,0,-1,0,-1,0,0,0,0,0,2,5,2,1,0,-1,0,2,-1,0,0,0,-1,0,-1,3,0,0,0,0,-1,-1,2,999,0,3,0,0,0,-1,0,5,0,-1,0,-1,0,54,0,1,1,0,0,0,0,6,9,-1,0,0,0,0,0,0,0,-1,-1,1,0,1,0,0,3,-1,0,0,0,-1,4,0,1,-1,0,999,0,0,1,999,-1,-1,0,2,0,-1,-1,1,0,35400,54,722Z,0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0,37,3,-1,4,1,0,P,0,0,0,1,-1,1,0,0,-1,-1,54,0,-1,-60000,2,1928,-1,2,-1,1,1,0,0,2,1,2,2,2,54,0,-1,100,0,0,-1,-1,-1,0,0,0,0,2019GQ0039388,0,0,0,0,0,-1,0,54,0,0,-1,2,0,0,0,-1,0,0,1,0,0,0,-1,0,0,-1,-1,0,0,-1,1,0,-1,0,0,35,0,54,0,-1,0,2,0,0,-1,0,-1,1.010145,2,-1,0,-1,-1,-1,0,0,0,1,0,0,32,2,0,0,0,0,0,0,-1,4,0,-1,0,0,-1,12,1,0,0,-1,0,0,0,0,3,-1,-1,1,54,0,0,5,0,0,0,0,4300,0,0,-1,2,-1,-1,-1,1099,0,0,0,0,1943,0,0,0,1099,0,-1,-1,-1,-1,-1,-1,0,0,1,3,0,0,-1,-1,-1,54
2,14404,9500,0,1,0,0,1,0,0,9,0,0,0,0,1,126000,1,1,0,0,2,0,1,2,0,2,0,9480,1,0,0,4,0,0,2,2,2,0,1,0,2018,1.000000,0,186000,52,1,100,0,0,0,0,54,1,0,0,1,1,0,1,0,0,0,0,0,0,2,5,1,1,0,1000,0,3,0,2,0,1,0,1,0,3,0,0,126000,1,0,675,3,32,0,3,0,0,0,0,2,1,3,0,4,400000,0,54,0,1,2,0,0,0,2,1,3401,0,1,840,2,1,1,2,0,0,0,1,0,2,54,0,3,0,0,4,4,0,4,0,2,1,1,999,2,1,1,999,0,0,0,2,4,0,1,1,0,0,54,923,2,8,0,2,0,1,0,-1,1,54,0,76,2,3,20,1,0,4,1,0,P,0,0,0,0,0,0,30,0,0,670,54,7,0,186000,2,1928,0,2,0,0,0,0,0,1,2,2,2,2,54,0,0,300,0,0,-1,0,0,0,0,0,0,2019HU0539392,0,0,0,0,-1,0,0,54,0,0,0,2,0,1,1,0,127,0,2,0,-1,0,0,0,0,0,-1,0,300,0,2,0,0,2,2,197,1,54,0,0,0,2,40,0,0,3,0,1.010145,1,0,400,0,0,0,0,0,0,1,0,1,59,2,0,1,6,0,0,0,1,1,0,0,0,0,-1,21,1,1,1,3,0,2,0,0,3,0,0,0,54,0,1,5,0,0,0,0,0,0,2,0,150,0,2,0,1099,0,0,9,1,1943,0,1,0,2100,0,151212,-1,-1,-1,0,-1,0,126000,1,1,1,1,-1,-1,-1,54
3,4298,9500,0,2,0,0,0,0,0,9,0,0,0,0,0,15480,0,1,0,0,1,1,2,2,0,0,0,5275,2,0,0,4,0,0,1,1,0,0,0,0,1939,1.000000,180,15480,25,1,10,0,0,0,0,54,1,0,0,1,1,0,1,0,1,0,0,0,0,1,5,1,1,0,-1,0,3,0,0,0,0,0,0,0,2,1,0,12500,1,0,-1,3,999,0,3,0,0,0,0,7,3,0,0,3,-1,0,54,0,1,1,0,0,0,0,1,6355,0,3,0,1,0,1,0,0,0,0,1,2,2,0,0,3,0,540,4,4,0,4,0,2,0,1,999,1,1,1,999,0,0,0,2,4,0,0,1,0,0,54,4511M,3,5,0,1,0,3,0,-1,1,54,0,118,0,3,20,1,0,4,1,0,P,0,0,0,0,0,0,30,0,0,-1,54,1,0,-60000,2,1928,0,2,0,0,0,450,0,2,2,1,1,2,54,1,0,100,0,0,-1,0,0,0,0,2,0,2019HU1054779,0,2,2,0,0,0,0,54,0,0,0,2,0,1,1,0,107,14,2,0,-1,0,0,0,0,0,-1,4,100,0,2,1,0,2,2,251,1,54,0,0,0,2,3,0,0,1,0,1.010145,1,0,300,0,0,-1,0,0,0,1,0,1,59,1,1000,6,0,0,0,0,0,6,0,0,0,0,-1,20,1,1,0,0,0,5,0,0,3,0,0,0,54,0,1,5,0,0,4,0,0,0,2,0,160,0,2,0,1099,0,0,9,0,1943,0,1,1,1099,0,372012,-1,-1,-1,0,-1,0,12500,1,1,1,3,-1,-1,-1,54
4,17481,9500,0,1,0,0,0,0,0,9,0,0,0,0,0,25000,0,1,0,0,2,1,1,2,0,0,0,5391,1,0,0,4,0,0,2,2,0,0,0,0,1939,1.000000,0,25000,52,1,200,0,0,0,0,54,1,0,0,1,2,0,1,0,0,0,0,0,0,2,5,1,1,0,-1,0,3,0,2,0,0,0,0,0,3,0,0,25000,1,0,-1,3,999,0,3,0,0,0,0,5,5,0,0,4,-1,0,54,0,1,1,0,0,0,0,1,4220,0,1,0,2,0,1,0,0,0,0,1,0,2,0,0,3,0,0,4,5,0,1,0,2,0,1,924,0,1,1,999,0,0,0,2,4,0,0,1,0,0,54,4523,3,4,0,1,1,2,0,-1,1,54,0,156,0,3,20,1,0,4,1,0,P,0,0,0,0,0,0,10,0,0,-1,54,1,0,-60000,2,1928,0,2,0,0,0,683,0,1,2,2,2,2,54,0,0,600,0,0,-1,0,0,0,0,1,0,2019HU1270927,0,2,2,0,-1,0,0,39,0,0,0,500,0,1,1,0,43,13,2,0,-1,0,0,0,0,0,-1,4,0,0,2,2,0,0,3,236,1,54,0,0,0,2,40,0,0,1,0,1.010145,1,0,100,0,0,-1,0,0,0,1,0,1,55,2,0,4,0,0,0,0,0,6,0,0,0,0,-1,21,1,2,0,1,0,9,0,0,3,0,0,0,54,0,0,5,0,0,0,0,0,0,2,0,50,0,-1,0,1099,0,0,9,1,1943,0,3,0,3700,0,537065,-1,-1,-1,0,-1,0,25000,1,1,1,3,-1,-1,-1,54
5,13801,9500,0,0,0,1,1,0,0,9,0,0,0,0,9,-19999,1,1,0,0,1,0,2,0,1,2,0,169,2,0,0,3,0,0,2,2,3,0,0,0,1939,1.000000,-1,0,0,1,20,1,0,1,0,54,0,0,1,1,2,0,0,1,0,0,0,0,0,1,5,0,1,0,-1,0,0,1,0,0,1,0,0,0,2,0,1,-1,1,0,-1,0,999,1,3,0,0,0,0,2,5,0,1,4,-1,0,54,0,1,1,0,0,0,0,6,9,0,0,0,2,3,1,0,0,0,0,1,0,2,0,0,3,0,0,4,5,0,4,0,1,0,1,999,0,1,1,999,0,0,0,2,4,0,0,1,0,0,54,-1,2,5,0,3,1,3,0,-1,1,0,0,0,2,3,25,1,1,0,1,1,P,-10001,0,0,0,1,0,0,1,0,-1,54,1,1,0,2,1928,0,2,1,1,0,0,0,2,2,2,1,2,54,0,0,1100,0,0,-1,0,0,0,0,0,0,2019HU0401411,0,0,0,0,0,0,0,54,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,2,0,0,0,2,76,1,54,0,1,1,0,0,0,0,1,0,1.010145,1,1,0,0,1,-1,1,1,0,1,0,1,6,2,-10001,1,0,0,0,2,0,0,0,0,0,0,-1,3,1,1,4,0,0,1,1,0,0,0,1,0,54,0,1,0,1,0,0,0,-1,0,2,0,140,1,0,0,1099,-1,0,9,0,1943,0,1,0,1099,0,-1,-1,-1,-1,0,-1,0,-10001,2,0,1,4,-1,-1,-1,54
6,5244,9500,0,0,0,0,0,0,0,9,0,0,0,0,1,-19999,0,1,0,0,2,0,2,0,0,2,0,169,1,0,0,2,0,0,2,2,1,0,0,0,1939,1.000000,-1,212000,0,1,170,0,0,0,0,54,0,0,0,1,1,0,0,0,0,0,0,0,0,2,5,2,1,1,1699,2,2,0,0,0,1,0,0,0,1,0,0,5900,1,0,2150,2,999,0,3,0,0,230,0,2,1,2,0,4,195000,0,54,0,1,4,0,0,1,2,0,9,0,0,600,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,4,0,1,-1,4,0,1,87,1,1,1,999,1,0,0,0,3,0,1,1,0,-1,54,-1,3,10,0,4,0,3,0,-1,1,0,0,0,2,3,25,1,1,0,1,0,P,-10001,0,0,0,0,0,0,0,0,1300,54,7,0,212000,2,1928,0,2,0,0,0,0,0,1,2,2,2,2,54,0,0,1000,0,0,0,0,0,0,0,2,0,2019HU1297527,0,2,2,0,-1,0,0,54,1,0,0,2,0,1,1,0,0,2,2,0,-1,0,0,0,0,0,1,2,0,0,2,2,0,2,2,409,1,54,0,0,0,0,0,0,0,1,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,6,2,-10001,1,12,0,0,3,0,0,0,0,0,0,-1,3,1,1,1,2,0,1,0,0,0,0,0,0,54,0,1,5,0,0,0,0,0,0,2,0,110,0,2,0,1099,0,0,9,0,1943,0,1,0,1099,0,499031,0,0,1,0,1,0,5900,1,1,1,1,0,0,0,54
7,3826,9500,0,0,0,0,0,0,0,9,0,0,0,0,13,0,0,1,0,0,1,1,2,2,0,2,0,169,2,0,1,2,0,0,2,2,0,0,0,0,1939,1.000000,0,18000,0,1,3,0,1,0,0,54,1,0,0,1,1,0,1,0,0,0,0,0,1,2,5,1,1,0,996,0,3,0,0,0,0,0,0,0,4,0,0,42000,1,0,1150,3,999,0,3,0,1,0,0,2,1,3,0,4,100000,0,54,0,1,2,0,0,0,0,6,9,0,0,0,1,3,1,0,0,0,0,1,0,2,0,1,2,0,0,4,6,0,1,0,2,0,1,939,1,1,1,999,0,0,1,2,4,0,1,1,0,18000,54,-1,1,5,0,2,0,2,0,-1,1,0,0,0,2,3,25,3,1,0,1,0,P,0,0,0,0,0,1,0,0,0,-1,54,5,1,18000,2,1928,0,2,0,0,0,510,0,2,2,2,1,2,54,0,0,200,0,0,-1,0,0,0,0,2,0,2019HU0939609,0,2,2,0,1,0,0,54,1,0,0,2,0,1,1,0,23,1,2,0,-1,0,0,0,0,0,-1,1,0,0,2,2,0,2,2,501,1,54,0,0,0,0,0,0,0,3,0,1.010145,1,0,0,0,0,-1,0,0,0,1,1,1,16,2,0,3,0,0,0,13,0,6,0,0,0,2,-1,13,1,1,7,1,0,6,0,0,3,0,1,1,54,0,1,5,0,0,0,0,0,0,2,0,150,0,2,0,1099,0,1,9,0,1943,0,1,1,1099,0,273011,-1,-1,-1,0,-1,0,42000,1,1,1,1,-1,-1,-1,54
8,14368,1235,0,0,0,0,0,0,0,9,0,0,0,0,1,41800,0,1,0,0,2,0,1,2,0,2,0,7870,2,0,0,4,0,0,2,2,1,0,0,0,1939,1.000000,0,338100,44,1,3,0,0,0,0,54,10,0,0,1,1,0,0,0,0,1,0,0,0,2,5,1,2,0,400,0,3,0,2,0,0,0,0,0,4,1,0,41800,1,0,875,3,999,0,3,0,0,0,0,2,5,0,0,3,1562000,0,54,0,1,3,0,0,7,0,0,9,0,0,0,1,0,1,0,0,0,0,1,2,2,54,0,0,0,700,2,1,0,1,-1,6,0,1,939,1,1,1,999,1,0,0,2,2,0,0,1,0,-1,54,611M1,3,7,0,4,0,2,0,-1,1,51,0,96,2,3,25,1,0,4,1,0,P,0,0,0,0,0,0,10,0,0,550,54,7,1,338100,2,1928,0,2,0,0,0,0,0,2,2,2,2,2,54,0,0,1000,0,0,-1,0,0,0,0,0,0,2019HU0527669,0,0,0,0,0,0,0,54,0,7,0,2,0,1,1,0,0,14,2,0,-1,0,0,0,0,0,-1,2,1000,0,2,0,0,2,2,100,1,54,0,0,0,0,35,0,0,3,0,1.010145,1,0,51235,0,0,0,0,0,0,1,0,3,29,2,0,1,1,0,0,16,0,6,0,0,0,0,-1,22,1,1,1,4,0,2,0,0,3,0,0,0,54,0,1,5,0,0,0,0,0,0,2,0,190,0,3,0,1099,0,0,9,1,1943,0,1,1,3701,0,251000,-1,-1,-1,0,-1,0,41800,3,1,1,2,-1,-1,-1,54
9,4310,9500,0,0,0,0,0,0,0,9,0,0,0,0,12,12000,0,1,0,0,1,1,1,2,0,0,0,2480,1,0,0,4,0,0,2,2,1,0,0,0,1939,1.000000,0,20400,0,1,3,0,0,0,0,54,0,0,0,1,2,0,0,0,0,0,0,0,0,1,5,0,1,0,-1,0,0,0,0,0,0,0,0,0,3,0,0,-1,1,0,-1,0,999,0,3,0,0,0,0,1,5,0,0,4,-1,0,54,0,1,1,0,0,0,0,1,6230,0,1,0,1,0,1,0,0,0,0,1,0,2,0,1,3,0,0,4,4,0,2,0,1,0,1,50,1,1,1,999,0,0,1,2,4,0,0,1,0,0,54,327120,3,6,0,2,0,1,0,-1,1,0,0,0,0,3,20,1,0,2,1,1,P,0,0,0,1,0,0,0,1,0,-1,54,3,0,20400,2,1928,0,2,0,0,1,593,0,2,1,1,1,2,54,0,0,600,0,0,-1,0,0,0,1,0,0,2019HU1059796,0,0,0,0,0,0,0,54,1,1,0,2,0,1,1,0,0,8,0,0,-1,0,0,0,0,0,-1,3,600,0,0,0,0,1,2,23,1,54,0,0,1,2,0,0,0,3,0,1.010145,1,0,0,0,0,-1,0,0,0,1,0,1,65,2,0,2,0,0,0,0,0,6,0,0,0,0,0,16,1,2,6,0,0,11,0,0,2,0,0,0,54,0,2,0,0,0,0,0,-1,0,2,0,130,0,1,0,1099,-1,0,9,0,1943,0,1,0,1099,0,-1,-1,-1,-1,0,-1,0,-10001,1,0,1,3,-1,-1,-1,54
